cat: /opt/samplegenerator_code/src/ginstall_8_32/ginstall_8_32.opts: No such file or directory
[0;34m[INFO][0m: /opt/tigress/3.1/tigress --Environment=x86_64:Linux:Gcc:12.1     --gcc="/usr/sbin/musl-gcc -mno-mmx -mno-sse -Wl,-Map=% -O0"     --Transform=Info --InfoKind=* --Transform=Flatten --Functions=have_same_content,extra_mode,need_copy,cp_option_init,setdefaultfilecon,target_directory_operand,announce_mkdir,make_ancestor,process_dir,copy_file,change_attributes,change_timestamps,strip,get_ids,usage,install_file_in_file,mkancesdirs_safe_wd,install_file_in_file_parents,install_file_in_dir,main /opt/samplegenerator_code/src/ginstall_8_32/ginstall_8_32.c --out=ginstall_8_32.c -o ginstall_8_32 
treating long double constant 3.3621031431120935063e-4932L as double constant at lib/ftoastr.c:132.
digraph G {
set_regs -> proceed_next_node
x2realloc -> x2nrealloc
find_non_slash -> externalFun_strspn
update_cur_sifted_state -> externalFun___builtin_expect
update_cur_sifted_state -> add_epsilon_src_nodes
update_cur_sifted_state -> check_subexp_limits
update_cur_sifted_state -> re_acquire_state
update_cur_sifted_state -> sift_states_bkref
quotearg -> quotearg_n
sha512_process_bytes -> externalFun_memcpy
sha512_process_bytes -> sha512_process_block
utimens_symlink -> externalFun___errno_location
utimens_symlink -> lutimens
emit_verbose -> externalFun_putchar_unlocked
emit_verbose -> externalFun_printf
emit_verbose -> quotearg_n_style
emit_verbose -> quotearg_style
sha384_read_ctx -> __bswap_64
sha384_read_ctx -> set_uint64
quotearg_colon -> quotearg_char
overwrite_ok -> externalFun_fprintf
overwrite_ok -> writable_destination
overwrite_ok -> quotearg_style
overwrite_ok -> strmode
overwrite_ok -> yesno
mbsstr_trimmed_wordbounded -> externalFun_free
mbsstr_trimmed_wordbounded -> externalFun_strlen
mbsstr_trimmed_wordbounded -> externalFun_isalnum
mbsstr_trimmed_wordbounded -> externalFun_iswalnum
mbsstr_trimmed_wordbounded -> externalFun_abort
mbsstr_trimmed_wordbounded -> externalFun_memset
mbsstr_trimmed_wordbounded -> externalFun___ctype_get_mb_cur_max
mbsstr_trimmed_wordbounded -> trim2
mbsstr_trimmed_wordbounded -> mbsstr
mbsstr_trimmed_wordbounded -> mbuiter_multi_next
xvasprintf -> externalFun___errno_location
xvasprintf -> externalFun_vasprintf
xvasprintf -> xstrcat
xvasprintf -> xalloc_die
push_fail_stack -> externalFun_memcpy
push_fail_stack -> externalFun_malloc
push_fail_stack -> externalFun_realloc
push_fail_stack -> re_node_set_init_copy
set_custom_quoting -> externalFun_abort
streq7 -> streq8
version_etc -> externalFun___builtin_va_end
version_etc -> externalFun___builtin_va_start
version_etc -> version_etc_va
fts_read -> externalFun_fchdir
fts_read -> externalFun_abort
fts_read -> externalFun_memmove
fts_read -> externalFun_free
fts_read -> externalFun_close
fts_read -> externalFun___errno_location
fts_read -> fts_stat
fts_read -> diropen
fts_read -> fts_lfree
fts_read -> leave_dir
fts_read -> fts_safe_changedir
fts_read -> fts_build
fts_read -> restore_initial_cwd
fts_read -> free_dir
fts_read -> fts_load
fts_read -> setup_dir
fts_read -> leaf_optimization
fts_read -> enter_dir
fts_read -> cwd_advance_fd
build_range_exp -> externalFun_free
build_range_exp -> externalFun_realloc
build_range_exp -> externalFun_strlen
build_range_exp -> externalFun___builtin_expect
build_range_exp -> parse_byte
build_range_exp -> bitset_set
save_abbr -> externalFun___errno_location
save_abbr -> externalFun_strlen
save_abbr -> externalFun_strcmp
save_abbr -> extend_abbrs
save_abbr -> tzalloc
filesystem_type -> externalFun_free
filesystem_type -> externalFun_abort
filesystem_type -> externalFun_malloc
filesystem_type -> externalFun_fstatfs
filesystem_type -> hash_initialize
filesystem_type -> hash_lookup
filesystem_type -> hash_insert
force_symlinkat -> externalFun_free
force_symlinkat -> externalFun_unlinkat
force_symlinkat -> externalFun_renameat
force_symlinkat -> externalFun___errno_location
force_symlinkat -> externalFun_symlinkat
force_symlinkat -> samedir_template
force_symlinkat -> try_tempname_len
randint_all_new -> randread_new
randint_all_new -> randint_new
uc_width -> is_cjk_encoding
ftoastr -> externalFun_strtof
ftoastr -> externalFun_snprintf
setdefaultfilecon -> externalFun___errno_location
setdefaultfilecon -> externalFun_strcmp
setdefaultfilecon -> externalFun_free
setdefaultfilecon -> externalFun_stpcpy
setdefaultfilecon -> externalFun_stpncpy
setdefaultfilecon -> externalFun_malloc
setdefaultfilecon -> externalFun_lstat
setdefaultfilecon -> matchpathcon
setdefaultfilecon -> freecon
setdefaultfilecon -> lsetfilecon
setdefaultfilecon -> quote_n
setdefaultfilecon -> quotearg_n_style_colon
setdefaultfilecon -> error
mktime_internal -> externalFun___errno_location
mktime_internal -> leapyear
mktime_internal -> ydhms_diff
mktime_internal -> ranged_convert
mktime_internal -> tm_diff
mktime_internal -> isdst_differ
mktime_internal -> convert_time
opendirat -> externalFun_close
opendirat -> externalFun___errno_location
opendirat -> externalFun_fdopendir
opendirat -> openat_safer
free_charset -> externalFun_free
glthread_rwlock_destroy_multithreaded -> externalFun_pthread_cond_destroy
glthread_rwlock_destroy_multithreaded -> externalFun_pthread_mutex_destroy
humblock -> externalFun_getenv
humblock -> default_block_size
humblock -> argmatch
humblock -> xstrtoumax
xfprintf -> externalFun___builtin_va_end
xfprintf -> externalFun___builtin_va_start
xfprintf -> xvfprintf
num_processors_ignoring_omp -> externalFun_sysconf
num_processors_ignoring_omp -> num_processors_via_affinity_mask
chdir_long -> externalFun_memrchr
chdir_long -> externalFun_memchr
chdir_long -> externalFun_strspn
chdir_long -> externalFun___assert_fail
chdir_long -> externalFun_strlen
chdir_long -> externalFun___errno_location
chdir_long -> externalFun_chdir
chdir_long -> cdb_init
chdir_long -> cdb_advance_fd
chdir_long -> find_non_slash
chdir_long -> cdb_fchdir
chdir_long -> cdb_free
base_name -> last_component
base_name -> base_len
base_name -> xstrndup
randread_error -> externalFun_abort
randread_error -> externalFun___errno_location
randread_error -> quote
randread_error -> error
free_mount_entry -> externalFun_free
freebuffer -> externalFun_free
settime -> externalFun_settimeofday
settime -> externalFun___errno_location
settime -> externalFun_clock_settime
record_file -> xmalloc
record_file -> xstrdup
record_file -> hash_insert
record_file -> xalloc_die
record_file -> triple_free
quotearg_char -> quotearg_char_mem
fd_safer_flag -> externalFun_close
fd_safer_flag -> externalFun___errno_location
fd_safer_flag -> dup_safer_flag
sha256_conclude_ctx -> externalFun_memcpy
sha256_conclude_ctx -> __bswap_32
sha256_conclude_ctx -> set_uint32___1
sha256_conclude_ctx -> sha256_process_block
open_safer -> externalFun_open
open_safer -> externalFun___builtin_va_end
open_safer -> externalFun___builtin_va_arg
open_safer -> externalFun___builtin_va_start
open_safer -> fd_safer
clone_quoting_options -> externalFun___errno_location
clone_quoting_options -> xmemdup
argmatch_invalid -> quote_n
argmatch_invalid -> quotearg_n_style
argmatch_invalid -> error
hash_print_statistics -> externalFun_fprintf
hash_print_statistics -> hash_get_n_entries
hash_print_statistics -> hash_get_n_buckets
hash_print_statistics -> hash_get_n_buckets_used
hash_print_statistics -> hash_get_max_bucket_length
sha1_read_ctx -> __bswap_32
sha1_read_ctx -> set_uint32___0
exclude_patopts -> rpl_regexec
exclude_patopts -> exclude_fnmatch
yesno -> externalFun_getchar
wc_truncate -> externalFun_wcwidth
quotearg_style_mem -> quotearg_n_style_mem
parse_gnu_standard_options_only -> externalFun_exit
parse_gnu_standard_options_only -> externalFun___builtin_va_start
parse_gnu_standard_options_only -> rpl_getopt_long
parse_gnu_standard_options_only -> version_etc_va
dup_safer -> rpl_fcntl
tzalloc -> externalFun_malloc
tzalloc -> externalFun_strlen
tzalloc -> extend_abbrs
hash_get_first -> externalFun_abort
mkancesdirs -> externalFun___errno_location
mkancesdirs -> savewd_chdir
streq5 -> streq6
check_halt_state_context -> externalFun___builtin_unreachable
check_halt_state_context -> re_string_context_at
check_halt_state_context -> check_halt_node_context
sha256_process_bytes -> externalFun_memcpy
sha256_process_bytes -> sha256_process_block
calc_inveclosure -> externalFun___builtin_expect
calc_inveclosure -> externalFun_memset
calc_inveclosure -> re_node_set_insert_last
streq2 -> streq3
terminate_at_blank -> externalFun_strchr
version_etc_ar -> version_etc_arn
savewd_chdir -> externalFun_close
savewd_chdir -> externalFun___assert_fail
savewd_chdir -> externalFun_fchdir
savewd_chdir -> externalFun_chdir
savewd_chdir -> externalFun___errno_location
savewd_chdir -> externalFun_open
savewd_chdir -> savewd_save
sha512_finish_ctx -> sha512_conclude_ctx
sha512_finish_ctx -> sha512_read_ctx
is_open -> externalFun_fcntl
try_tempname -> try_tempname_len
quotearg_n_style -> quoting_options_from_style
quotearg_n_style -> quotearg_n_options
bitset_empty -> externalFun_memset
lsetfilecon -> externalFun___errno_location
rpl_fnmatch -> externalFun_strlen
rpl_fnmatch -> externalFun_free
rpl_fnmatch -> externalFun_malloc
rpl_fnmatch -> externalFun___builtin_alloca
rpl_fnmatch -> externalFun___errno_location
rpl_fnmatch -> externalFun___assert_fail
rpl_fnmatch -> externalFun_mbsinit
rpl_fnmatch -> externalFun_mbsrtowcs
rpl_fnmatch -> externalFun_memset
rpl_fnmatch -> externalFun___builtin_expect
rpl_fnmatch -> externalFun___ctype_get_mb_cur_max
rpl_fnmatch -> internal_fnwmatch
rpl_fnmatch -> internal_fnmatch
fts_alloc -> externalFun_memcpy
fts_alloc -> externalFun_malloc
xstrcat -> externalFun_memcpy
xstrcat -> externalFun___errno_location
xstrcat -> externalFun___builtin_va_end
xstrcat -> externalFun_strlen
xstrcat -> externalFun___builtin_va_arg
xstrcat -> externalFun___builtin_va_copy
xstrcat -> xsum
xstrcat -> xmalloc
xstrcat -> xnmalloc
create_cd_newstate -> externalFun_malloc
create_cd_newstate -> externalFun_free
create_cd_newstate -> externalFun___builtin_expect
create_cd_newstate -> externalFun_calloc
create_cd_newstate -> re_node_set_init_copy
create_cd_newstate -> free_state
create_cd_newstate -> re_node_set_remove_at
create_cd_newstate -> register_state
collate_error -> error
collate_error -> quotearg_n_style_mem
realloc_groupbuf -> externalFun_realloc
realloc_groupbuf -> externalFun___errno_location
build_equiv_class -> externalFun___builtin_expect
build_equiv_class -> externalFun_strlen
build_equiv_class -> bitset_set
fts_sort -> externalFun_qsort
fts_sort -> externalFun_realloc
fts_sort -> externalFun_free
isbase32 -> to_uchar
di_set_alloc -> externalFun_free
di_set_alloc -> externalFun_malloc
di_set_alloc -> hash_initialize
posix2_version -> externalFun_strtol
posix2_version -> externalFun_getenv
sha1_process_bytes -> externalFun_memcpy
sha1_process_bytes -> sha1_process_block
error -> externalFun___builtin_va_end
error -> externalFun___builtin_va_start
error -> externalFun_fprintf
error -> flush_stdout
error -> getprogname
error -> error_tail
hash_get_next -> safe_hasher
fts_stat -> externalFun_memset
fts_stat -> externalFun_fstatat
fts_stat -> externalFun_lstat
fts_stat -> externalFun___errno_location
fts_stat -> externalFun_stat
owner_failure_ok -> externalFun___errno_location
protect_fd -> externalFun___errno_location
protect_fd -> externalFun_close
protect_fd -> externalFun_open
re_string_fetch_byte_case -> externalFun___builtin_expect
re_string_fetch_byte_case -> re_string_char_size_at
make_ancestor -> externalFun_mkdir
make_ancestor -> externalFun___errno_location
make_ancestor -> defaultcon
make_ancestor -> ignorable_ctx_err
make_ancestor -> quotearg_style
make_ancestor -> error
make_ancestor -> announce_mkdir
is_nul -> externalFun_memcmp
is_nul -> externalFun_memcpy
is_nul -> externalFun___builtin_expect
readtokens0_free -> _obstack_free
strcaseeq0 -> c_isupper
strcaseeq0 -> strcaseeq1
create_hard_link -> externalFun_printf
create_hard_link -> force_linkat
create_hard_link -> quotearg_n_style
create_hard_link -> error
create_hard_link -> quotearg_style
check_x_suffix -> externalFun_strspn
save_token -> externalFun_memcpy
save_token -> _obstack_newchunk
re_node_set_init_2 -> externalFun___builtin_expect
re_node_set_init_2 -> externalFun_malloc
wc_ensure_printable -> externalFun_iswprint
version_etc_va -> externalFun___builtin_va_arg
version_etc_va -> version_etc_arn
fread_file -> externalFun_free
fread_file -> externalFun_realloc
fread_file -> externalFun_ferror
fread_file -> externalFun_fread
fread_file -> externalFun_malloc
fread_file -> externalFun___errno_location
fread_file -> externalFun_ftello
fread_file -> externalFun_fstat
fread_file -> externalFun_fileno
mmalloca -> externalFun_malloc
debug_strfdate -> externalFun_snprintf
debug_strfdate -> tm_year_str
str_cd_iconv -> externalFun___errno_location
str_cd_iconv -> externalFun_free
str_cd_iconv -> externalFun_malloc
str_cd_iconv -> externalFun_realloc
str_cd_iconv -> externalFun_abort
str_cd_iconv -> externalFun_strlen
str_cd_iconv -> mem_cd_iconv
need_copy -> externalFun_close
need_copy -> externalFun_open
need_copy -> externalFun_strcmp
need_copy -> externalFun_getgid
need_copy -> externalFun_getuid
need_copy -> externalFun___errno_location
need_copy -> externalFun_lstat
need_copy -> extra_mode
need_copy -> getfilecon
need_copy -> freecon
need_copy -> have_same_content
mem_cd_iconv -> externalFun_free
mem_cd_iconv -> externalFun_abort
mem_cd_iconv -> externalFun_malloc
mem_cd_iconv -> externalFun___errno_location
mem_cd_iconv -> externalFun_iconv
canonicalize_filename_mode -> externalFun_free
canonicalize_filename_mode -> externalFun_memmove
canonicalize_filename_mode -> externalFun_strlen
canonicalize_filename_mode -> externalFun_strspn
canonicalize_filename_mode -> externalFun_lstat
canonicalize_filename_mode -> externalFun_stat
canonicalize_filename_mode -> externalFun_strchr
canonicalize_filename_mode -> externalFun_memcpy
canonicalize_filename_mode -> externalFun___errno_location
canonicalize_filename_mode -> xmalloc
canonicalize_filename_mode -> xgetcwd
canonicalize_filename_mode -> xrealloc
canonicalize_filename_mode -> seen_triple
canonicalize_filename_mode -> areadlink_with_size
canonicalize_filename_mode -> hash_free
make_node_op_equals -> xmalloc
quotearg_n_style_colon -> quoting_options_from_style
quotearg_n_style_colon -> set_char_quoting
quotearg_n_style_colon -> quotearg_n_options
x2nrealloc -> xalloc_die
x2nrealloc -> xrealloc
xmemcoll0 -> externalFun___errno_location
xmemcoll0 -> memcoll0
xmemcoll0 -> collate_error
printf_frexpl -> externalFun_ldexpl
printf_frexpl -> externalFun_frexpl
check_arrival -> externalFun_free
check_arrival -> externalFun_memset
check_arrival -> externalFun_realloc
check_arrival -> externalFun___builtin_expect
check_arrival -> re_string_context_at
check_arrival -> re_node_set_init_1
check_arrival -> check_arrival_expand_ecl
check_arrival -> re_node_set_init_copy
check_arrival -> expand_bkref_cache
check_arrival -> re_acquire_state_context
check_arrival -> re_node_set_merge
check_arrival -> check_arrival_add_next_nodes
check_arrival -> re_node_set_contains
chown_failure_ok -> externalFun___errno_location
set_uint32 -> externalFun_memcpy
quote_n_mem -> quotearg_n_options
announce_mkdir -> quotearg_style
announce_mkdir -> prog_fprintf
parse_datetime -> externalFun_getenv
parse_datetime -> tzalloc
parse_datetime -> parse_datetime2
parse_datetime -> tzfree
check_dst_limits_calc_pos -> check_dst_limits_calc_pos_1
order -> c_isdigit
order -> c_isalpha
memcpy_uppcase -> externalFun_toupper
quotearg_mem -> quotearg_n_mem
lower_subexp -> externalFun___builtin_expect
lower_subexp -> create_tree
match_ctx_add_subtop -> externalFun_calloc
match_ctx_add_subtop -> externalFun_realloc
match_ctx_add_subtop -> externalFun___builtin_expect
match_ctx_add_subtop -> externalFun___builtin_unreachable
sha256_read_ctx -> __bswap_32
sha256_read_ctx -> set_uint32___1
setlocale_null_r -> setlocale_null_unlocked
flush_stdout -> externalFun_fflush_unlocked
flush_stdout -> is_open
call_fclose -> externalFun_fclose
close_stdout -> externalFun__exit
close_stdout -> externalFun___errno_location
close_stdout -> close_stream
close_stdout -> quotearg_colon
close_stdout -> error
check_matching -> externalFun___builtin_unreachable
check_matching -> externalFun___builtin_expect
check_matching -> acquire_init_state_context
check_matching -> check_subexp_matching_top
check_matching -> transit_state_bkref
check_matching -> check_halt_state_context
check_matching -> extend_buffers
check_matching -> transit_state
check_matching -> merge_state_with_log
check_matching -> find_recover_state
add_exclude_fp -> externalFun___errno_location
add_exclude_fp -> externalFun_ferror_unlocked
add_exclude_fp -> externalFun_getc_unlocked
add_exclude_fp -> x2realloc
add_exclude_fp -> xrealloc
add_exclude_fp -> exclude_add_pattern_buffer
add_exclude_fp -> __isspace
is_char_class -> externalFun_wctype
copy_reg -> externalFun_free
copy_reg -> externalFun_close
copy_reg -> externalFun_geteuid
copy_reg -> externalFun_ftruncate
copy_reg -> externalFun_getpagesize
copy_reg -> externalFun_strlen
copy_reg -> externalFun_lstat
copy_reg -> externalFun_printf
copy_reg -> externalFun_unlink
copy_reg -> externalFun_fstat
copy_reg -> externalFun___errno_location
copy_reg -> open_safer
copy_reg -> quotearg_style
copy_reg -> error
copy_reg -> set_file_security_ctx
copy_reg -> set_process_security_ctx
copy_reg -> clone_file
copy_reg -> quotearg_n_style
copy_reg -> io_blksize
copy_reg -> fdadvise
copy_reg -> is_probably_sparse
copy_reg -> buffer_lcm
copy_reg -> xmalloc
copy_reg -> ptr_align
copy_reg -> extent_copy
copy_reg -> sparse_copy
copy_reg -> get_stat_atime
copy_reg -> get_stat_mtime
copy_reg -> fdutimens
copy_reg -> set_owner
copy_reg -> fchmod_or_lchmod
copy_reg -> copy_attr
copy_reg -> set_author
copy_reg -> copy_acl
copy_reg -> set_acl
copy_reg -> cached_umask
mbsalign -> externalFun_free
mbsalign -> externalFun_mempcpy
mbsalign -> externalFun_wcstombs
mbsalign -> externalFun_wcswidth
mbsalign -> externalFun_malloc
mbsalign -> externalFun_mbstowcs
mbsalign -> externalFun___ctype_get_mb_cur_max
mbsalign -> externalFun_strlen
mbsalign -> wc_ensure_printable
mbsalign -> wc_truncate
mbsalign -> mbs_align_pad
sha512_process_block -> __bswap_64
target_directory_operand -> externalFun___builtin_unreachable
target_directory_operand -> externalFun___errno_location
target_directory_operand -> externalFun_stat
target_directory_operand -> externalFun_strlen
target_directory_operand -> last_component
target_directory_operand -> quotearg_style
target_directory_operand -> error
string_compare -> externalFun_strcmp
gethrxtime -> externalFun_clock_gettime
gethrxtime -> xtime_make
gethrxtime -> gettime
src_to_dest_lookup -> hash_lookup
cdb_fchdir -> externalFun_fchdir
proper_name_utf8 -> externalFun_sprintf
proper_name_utf8 -> externalFun_strlen
proper_name_utf8 -> externalFun_free
proper_name_utf8 -> externalFun_strcmp
proper_name_utf8 -> locale_charset
proper_name_utf8 -> c_strcasecmp
proper_name_utf8 -> xstr_iconv
proper_name_utf8 -> mbsstr_trimmed_wordbounded
proper_name_utf8 -> xmalloc
proper_name_utf8 -> xnmalloc
fts_children -> externalFun_close
fts_children -> externalFun_fchdir
fts_children -> externalFun___errno_location
fts_children -> fts_lfree
fts_children -> fts_build
fts_children -> diropen
fts_children -> cwd_advance_fd
lgetfileconat -> externalFun_fchdir
lgetfileconat -> externalFun_free
lgetfileconat -> externalFun___errno_location
lgetfileconat -> getfilecon
lgetfileconat -> openat_proc_name
lgetfileconat -> save_cwd
lgetfileconat -> openat_save_fail
lgetfileconat -> free_cwd
lgetfileconat -> restore_cwd
lgetfileconat -> openat_restore_fail
getndelim2 -> externalFun_memcpy
getndelim2 -> externalFun_realloc
getndelim2 -> externalFun_getc_unlocked
getndelim2 -> externalFun___freadptr
getndelim2 -> externalFun_malloc
getndelim2 -> memchr2
getndelim2 -> freadseek
src_to_dest_free -> externalFun_free
memcoll -> externalFun___errno_location
memcoll -> externalFun_memcmp
memcoll -> strcoll_loop
sift_ctx_init -> externalFun_memset
mbsstr -> externalFun_strlen
mbsstr -> externalFun_strnlen
mbsstr -> externalFun_abort
mbsstr -> externalFun_memcpy
mbsstr -> externalFun_memcmp
mbsstr -> externalFun_memset
mbsstr -> externalFun___ctype_get_mb_cur_max
mbsstr -> mbuiter_multi_next
mbsstr -> knuth_morris_pratt_multibyte
mbsstr -> knuth_morris_pratt
rpl_regerror -> externalFun_memcpy
rpl_regerror -> externalFun_strlen
rpl_regerror -> externalFun_abort
rpl_regerror -> externalFun___builtin_expect
md5_finish_ctx -> externalFun_memcpy
md5_finish_ctx -> md5_process_block
md5_finish_ctx -> md5_read_ctx
sha384_buffer -> sha384_init_ctx
sha384_buffer -> sha512_process_bytes
sha384_buffer -> sha384_finish_ctx
try_link -> externalFun_linkat
quotearg_buffer -> externalFun___errno_location
quotearg_buffer -> quotearg_buffer_restyled
fts_load -> externalFun_strlen
fts_load -> externalFun_strrchr
fts_load -> externalFun_memmove
mkancesdirs_safe_wd -> externalFun___errno_location
mkancesdirs_safe_wd -> savewd_init
mkancesdirs_safe_wd -> savewd_finish
mkancesdirs_safe_wd -> mkancesdirs
mkancesdirs_safe_wd -> quotearg_style
mkancesdirs_safe_wd -> error
mkancesdirs_safe_wd -> savewd_restore
force_linkat -> externalFun_free
force_linkat -> externalFun_unlinkat
force_linkat -> externalFun_renameat
force_linkat -> externalFun___errno_location
force_linkat -> externalFun_linkat
force_linkat -> samedir_template
force_linkat -> try_tempname_len
memcoll0 -> externalFun___errno_location
memcoll0 -> externalFun_memcmp
memcoll0 -> strcoll_loop
fts_maxarglen -> externalFun_strlen
writable_destination -> externalFun_euidaccess
writable_destination -> can_write_any_file
optimize_utf8 -> externalFun_abort
sha384_finish_ctx -> sha512_conclude_ctx
sha384_finish_ctx -> sha384_read_ctx
change_timestamps -> externalFun___errno_location
change_timestamps -> get_stat_atime
change_timestamps -> get_stat_mtime
change_timestamps -> utimens
change_timestamps -> quotearg_style
change_timestamps -> error
str_days -> externalFun_snprintf
extent_scan_free -> externalFun_free
c_strtold -> externalFun_abort
c_strtold -> externalFun___errno_location
c_strtold -> externalFun_strtold
c_strtold -> externalFun_uselocale
c_strtold -> c_locale___0
human_options -> humblock
human_options -> default_block_size
error_at_line -> externalFun___builtin_va_end
error_at_line -> externalFun___builtin_va_start
error_at_line -> externalFun_fprintf
error_at_line -> externalFun_strcmp
error_at_line -> flush_stdout
error_at_line -> getprogname
error_at_line -> error_tail
prog_fprintf -> externalFun_fputc_unlocked
prog_fprintf -> externalFun___builtin_va_end
prog_fprintf -> externalFun_vfprintf
prog_fprintf -> externalFun___builtin_va_start
prog_fprintf -> externalFun_fputs_unlocked
sha512_buffer -> sha512_init_ctx
sha512_buffer -> sha512_process_bytes
sha512_buffer -> sha512_finish_ctx
write_zeros -> externalFun_calloc
write_zeros -> full_write
quotearg_n_style_mem -> quoting_options_from_style
quotearg_n_style_mem -> quotearg_n_options
argmatch -> externalFun_memcmp
argmatch -> externalFun_strncmp
argmatch -> externalFun_strlen
sha1_stream -> externalFun_free
sha1_stream -> externalFun_ferror_unlocked
sha1_stream -> externalFun_fread_unlocked
sha1_stream -> externalFun_feof_unlocked
sha1_stream -> externalFun_malloc
sha1_stream -> afalg_stream
sha1_stream -> sha1_init_ctx
sha1_stream -> sha1_process_block
sha1_stream -> sha1_process_bytes
sha1_stream -> sha1_finish_ctx
internal_fnmatch -> externalFun_iswctype
internal_fnmatch -> externalFun_btowc
internal_fnmatch -> externalFun_wctype
internal_fnmatch -> externalFun_getenv
internal_fnmatch -> externalFun_memchr
internal_fnmatch -> externalFun___builtin_expect
internal_fnmatch -> externalFun_tolower
internal_fnmatch -> ext_match
internal_fnmatch -> end_pattern
internal_fnmatch -> internal_fnmatch
quotearg_n_options -> externalFun_free
quotearg_n_options -> externalFun_memset
quotearg_n_options -> externalFun_abort
quotearg_n_options -> externalFun___errno_location
quotearg_n_options -> xalloc_die
quotearg_n_options -> xrealloc
quotearg_n_options -> quotearg_buffer_restyled
quotearg_n_options -> xcharalloc
sha224_finish_ctx -> sha256_conclude_ctx
sha224_finish_ctx -> sha224_read_ctx
memcpy_lowcase -> externalFun_tolower
try_dir -> externalFun_mkdir
bitset_set_all -> externalFun_memset
strip_trailing_slashes -> last_component
strip_trailing_slashes -> base_len
compute_bucket_size -> next_prime
_getopt_initialize -> externalFun_getenv
xasprintf -> externalFun___builtin_va_end
xasprintf -> externalFun___builtin_va_start
xasprintf -> xvasprintf
argv_iter_init_argv -> externalFun_malloc
hash_delete -> externalFun_free
hash_delete -> hash_find_entry
hash_delete -> check_tuning
hash_delete -> hash_rehash
abandon_move -> externalFun___assert_fail
abandon_move -> writable_destination
abandon_move -> overwrite_ok
argv_iter_init_stream -> externalFun_malloc
bkm_scale_by_power___2 -> bkm_scale___2
try_nocreate -> externalFun___errno_location
try_nocreate -> externalFun_lstat
quoting_options_from_style -> externalFun_abort
parse_with_separator -> externalFun_free
parse_with_separator -> externalFun_getgrnam
parse_with_separator -> externalFun_endpwent
parse_with_separator -> externalFun_endgrent
parse_with_separator -> externalFun_getgrgid
parse_with_separator -> externalFun_getpwnam
parse_with_separator -> xstrdup
parse_with_separator -> xmemdup
parse_with_separator -> xstrtoul
parse_with_separator -> umaxtostr
mpsort -> mpsort_with_tmp
quotearg_alloc -> quotearg_alloc_mem
excluded_file_name -> externalFun_free
excluded_file_name -> externalFun_strlen
excluded_file_name -> xmalloc
excluded_file_name -> file_name_matches
excluded_file_name -> file_pattern_matches
sha384_stream -> shaxxx_stream___0
randread_free -> externalFun_fclose
randread_free -> externalFun_free
randread_free -> externalFun_explicit_bzero
equal_tm -> isdst_differ___0
chmod_or_fchmod -> externalFun_chmod
chmod_or_fchmod -> externalFun_fchmod
gettime -> externalFun_clock_gettime
glthread_recursive_lock_destroy_multithreaded -> externalFun_pthread_mutex_destroy
match_ctx_free -> externalFun_free
match_ctx_free -> match_ctx_clean
hash_init -> hash_initialize
hash_init -> xalloc_die
streq9 -> externalFun_strcmp
get_fs_usage -> externalFun_statvfs
get_fs_usage -> statvfs_works
check_arrival_add_next_nodes -> externalFun_free
check_arrival_add_next_nodes -> externalFun___builtin_expect
check_arrival_add_next_nodes -> externalFun___builtin_unreachable
check_arrival_add_next_nodes -> externalFun_memset
check_arrival_add_next_nodes -> check_node_accept_bytes
check_arrival_add_next_nodes -> re_node_set_merge
check_arrival_add_next_nodes -> re_node_set_insert
check_arrival_add_next_nodes -> re_acquire_state
check_arrival_add_next_nodes -> check_node_accept
xgetgroups -> externalFun___errno_location
xgetgroups -> mgetgroups
xgetgroups -> xalloc_die
install_file_in_dir -> externalFun_free
install_file_in_dir -> last_component
install_file_in_dir -> file_name_concat
install_file_in_dir -> mkancesdirs_safe_wd
install_file_in_dir -> install_file_in_file
count_leading_zeros -> externalFun___builtin_clz
re_node_set_init_1 -> externalFun___builtin_expect
re_node_set_init_1 -> externalFun_malloc
dup_cloexec -> rpl_fcntl
quotearg_custom_mem -> quotearg_n_custom_mem
re_acquire_state -> externalFun___builtin_expect
re_acquire_state -> calc_state_hash
re_acquire_state -> re_node_set_compare
re_acquire_state -> create_ci_newstate
xvfprintf -> externalFun___errno_location
xvfprintf -> externalFun_ferror
xvfprintf -> externalFun_vfprintf
xvfprintf -> error
mbschr -> externalFun_strchr
mbschr -> externalFun_memset
mbschr -> externalFun___ctype_get_mb_cur_max
mbschr -> mbuiter_multi_next
analyze -> externalFun_free
analyze -> externalFun___builtin_expect
analyze -> externalFun_malloc
analyze -> preorder
analyze -> postorder
analyze -> calc_eclosure
analyze -> calc_inveclosure
_obstack_begin -> _obstack_begin_worker
calc_first -> externalFun___builtin_expect
calc_first -> re_dfa_add_node
sha224_stream -> shaxxx_stream
sha512_stream -> shaxxx_stream___0
have_same_content -> externalFun_memcmp
have_same_content -> full_read
ino_map_alloc -> externalFun_free
ino_map_alloc -> externalFun_malloc
ino_map_alloc -> hash_initialize
freadseek -> externalFun_ferror
freadseek -> externalFun_fread
freadseek -> externalFun_fseeko
freadseek -> externalFun_lseek
freadseek -> externalFun_fileno
freadseek -> externalFun_fgetc
freadseek -> externalFun___freadptr
freadseek -> externalFun___freadahead
freadseek -> freadptrinc
dirchownmod -> externalFun_close
dirchownmod -> externalFun_chmod
dirchownmod -> externalFun_lchmod
dirchownmod -> externalFun_fchmod
